name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
كلية البترجي للعلوم الطبية و التكنولوجيا – Batterjee Medica...,Makkah Al-Mokarramah,375000000.0,جدة,False,['Education'],['Education'],1,Completed,92410.0,2003.0,2003-10-18,2007-09-30,1443.0,True,False
كلية البيان الأهلية,Al-Madinah Al-Monawarah,180000000.0,المدينة المنورة,False,['Education'],['Education'],1,Completed,,2008.0,2008-09-16,,,True,False
كلية التربية للأقسام الأدبية – بنات,Jazan,58091366.0,,False,['Education'],['Education'],1,Under construction,,2014.0,2014-09-07,,,True,False
كلية الجبيل الجامعية,Eastern Region,,"الجبيل, الجبيل الصناعية",False,"['Government', 'Residential', 'Scientific']","['Government', 'Residential', 'Scientific']",3,Under construction,2000000.0,2015.0,2015-08-14,2019-12-31,1600.0,False,False
كلية الحاسب الألي-جامعة جازان,Jazan,139000000.0,جازان,False,['Education'],['Education'],1,Under construction,,,,,,True,False
كلية الطب و العلوم الطبية التطبيقية – Medical College & Fac...,Jazan,190213912.0,جازان,False,['Education'],['Education'],1,Completed,40000.0,2010.0,2010-06-01,2017-09-12,2660.0,True,False
كلية الطب – جامعة الجوف – Faculty of Medicine – Al Jouf Universi...,Al-Jouf,450000000.0,سكاكا,False,"['Education', 'Government']","['Education', 'Government']",2,Under construction,83000.0,2013.0,2013-01-01,,,True,False
كلية العلوم الطبية التطبيقية-جامعة حائل,Hail,31000000.0,حائل,False,['Education'],['Education'],1,Under construction,41884.0,2013.0,2013-02-24,,,True,False
كلية الهندسة-جامعة جازان,Jazan,118880083.0,جازان,False,['Education'],['Education'],1,Under construction,,2013.0,2013-07-16,,,True,False
كلية الهندسة-جامعة حائل,Hail,113000000.0,حائل,False,['Education'],['Education'],1,Under construction,69000.0,2013.0,2013-07-28,,,True,False
كلية علوم وهندسة الحاسب الالي – جامعة حائل – College o...,Hail,281250000.0,حائل,False,"['Education', 'Government']","['Education', 'Government']",2,Completed,47100.0,2009.0,2009-01-01,2014-02-28,1884.0,True,False
كلية نياجرا للسياحة والفندقة بالطائف – Niagara Taif Tourism &#...,Makkah Al-Mokarramah,64339743.0,الطائف,False,"['Education', 'Government']","['Education', 'Government']",2,Completed,,2011.0,2011-11-07,2015-01-12,1162.0,True,False
كلية نيسكوت –  Nescot Jeddah Female College,Makkah Al-Mokarramah,80257121.0,جدة,False,"['Education', 'Government']","['Education', 'Government']",2,Completed,70000.0,2010.0,2010-01-01,2013-01-31,1126.0,True,False
كمباوند أدكس – ADEX Compound,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Completed,45000.0,2012.0,2012-04-01,2014-05-31,790.0,False,False
كمباوند الغدير – Alghadeer compound,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,6000.0,,,,,False,False
كمباوند المرجان,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Completed,13500.0,,,2014-08-01,,False,False
كمباوند الهدا,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Announced,19889.0,,,,,False,False
"كمفورت سويت الأهلي جدة – COMFORT SUITES, AL AHLY",Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,2200.0,,,2019-12-31,,False,False
"كمفورت سويت، طريق الملك جدة – COMFORT SUITES, KING ROAD JEDDAH",Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,1200.0,,,2019-12-31,,False,False
"كواليتي إن، روشان مول جدة – QUALITY INN, ROSHAN MALL",Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,,,,2019-12-31,,False,False
كورت فيلا – Court Villa,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,3860.0,,,,,False,False
كورت يارد ماريوت الخبر – Marriott Courtyard Khobar,Eastern Region,,الخبر,False,['Commercial'],"['Commercial', 'Hospitality']",1,Delayed,47110.0,,,2019-07-31,,False,True
كورتيارد باي ماريوت جدة – Courtyard Marriott Jeddah,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,2650.0,2012.0,2012-11-01,2019-12-31,2616.0,False,False
كورنيش الرياض,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Announced,200000.0,,,,,False,False
كورنيش تبوك – Tabuk Corniche,Tabouk,,تبوك,False,"['Government', 'Leisure/Tourism']","['Commercial', 'Government', 'Leisure/Tourism']",2,Under construction,,,,,,False,False
كومباوند مرادا – Morada Compound,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,12941.0,,,,,False,False
كينج ووك – King Walk,Makkah Al-Mokarramah,,جدة,False,['Commercial'],"['Commercial', 'Hospitality']",1,Announced,,,,,,False,False
كيوبيك – QBIC,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,17344.0,2016.0,2016-07-01,,,False,False
لابالما – LaPalma,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Completed,110000.0,,,2015-05-31,,False,False
لاغونا موتور بارك – Lagoona Motorpark,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Delayed,170000.0,2017.0,2017-03-11,2018-03-31,385.0,False,True
لاغونا – Lagoona,Makkah Al-Mokarramah,18500000000.0,مدينة الملك عبدالله الاقتصادية,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Under construction,7800000.0,,,,,True,False
لافيردا – Laverda,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,4700.0,,,,,False,False
لبن بلازا – Laban Plaza,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,7759.0,2016.0,2016-11-01,2017-12-31,425.0,False,False
لو برستيج – Le Prestige,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,59970.0,2009.0,2009-07-01,2016-05-31,2526.0,False,False
لو جاردان دو الرياض – Le Jardin d’Eau Riyadh,Al-Riyadh,33000000000.0,الرياض,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Hospitality', 'Leisure/Tourism']",2,Announced,,,,,,True,False
لولو مول الأحساء – Lulu Mall Al Ahsa,Eastern Region,,الأحساء,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Completed,56000.0,2014.0,2014-07-01,2017-04-26,1030.0,False,False
ليقيندا الخبر – Legenda Khobar,Eastern Region,,الخبر,False,"['Commercial', 'Sports']","['Commercial', 'Sports']",2,Under construction,,2015.0,2015-05-01,,,False,False
ليماس – Limas,Eastern Region,135000000.0,الجبيل,False,['Residential'],['Residential'],1,Under construction,43500.0,2014.0,2014-02-10,,,True,False
مؤسسة رعاية الفتيات- جازان,Jazan,60000000.0,جازان,False,['Government'],['Government'],1,Delayed,6700.0,2014.0,2014-12-10,2017-11-12,1068.0,True,True
مؤسسة رعاية الفتيات-حائل,Hail,41039813.0,حائل,False,"['Government', 'Religious/Charity']","['Government', 'Religious/Charity']",2,Under construction,,2015.0,2015-02-21,,,True,False
مارينا دارين -Dareen Marina,Eastern Region,1500000000.0,الجبيل الصناعية,False,"['Leisure/Tourism', 'Residential']","['Commercial', 'Hospitality', 'Leisure/Tourism', 'Residential']",2,Delayed,400000.0,2013.0,2013-12-01,2018-12-30,1855.0,True,True
مانسارد – Mansard,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Delayed,,2015.0,2015-01-01,2017-12-31,1095.0,False,True
مباني وزارة العدل بمجمع الدوائر الحكومية – Ministry of Just...,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Announced,35000.0,,,,,False,False
مبنى أمانة جازان,Jazan,91000000.0,جازان,False,['Government'],['Government'],1,Under construction,,2010.0,2010-10-25,,,True,False
مبنى أمانة محافظة الطائف,Makkah Al-Mokarramah,144000000.0,الطائف,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,47000.0,,,,,True,False
مبنى أمانة محافظة جدة – Jeddah Municipality Headquarter,Makkah Al-Mokarramah,246195384.0,جدة,False,['Government'],['Government'],1,Completed,25000.0,2002.0,2002-02-01,2005-08-01,1277.0,True,False
مبنى أمانة منطقة حائل – Hail Municipality Headquarters,Hail,97700000.0,حائل,False,['Government'],['Government'],1,Delayed,57775.0,2014.0,2014-03-30,2017-03-14,1080.0,True,True
مبنى إداري تجاري – Commercial Building,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,2260.0,2014.0,2014-08-01,2018-05-31,1399.0,False,False
مبنى الإدارة الرئيسية – جامعة حائل – Administration Building...,Hail,269000000.0,حائل,False,['Education'],['Education'],1,Under construction,107000.0,2013.0,2013-07-28,,,True,False
مبنى الادارة المالية و الموارد البشرية للخطوط السعودي�...,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Proposed,,,,,,False,False
مبنى الادارة – جامعة نجران – Administration Building – Najran...,Najran,110000000.0,نجران,False,['Education'],['Education'],1,Completed,12000.0,2009.0,2009-11-02,2014-12-31,1885.0,True,False
مبنى الخطوط السعودية-المدينة المنورة,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,,2014.0,2014-03-02,,,False,False
مبنى الدائرة التلفزيونية -جامعة طيبة,Al-Madinah Al-Monawarah,56074918.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2014.0,2014-05-14,,,True,False
مبنى الروضة – Rawdah Building,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,4787.0,2017.0,2017-09-01,,,False,False
مبنى الزوايا البيضاء – White Angles Square,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Announced,1650.0,2017.0,2017-06-25,,,False,False
مبنى الصالحية – Al Salehia Building,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Religious/Charity', 'Residential']","['Commercial', 'Religious/Charity', 'Residential']",3,Announced,8000.0,,,,,False,False
مبنى الطوارئ بمستشفى الملك خالد بنجران – Emergency King Khali...,Najran,50000000.0,نجران,False,"['Government', 'Health']","['Government', 'Health']",2,Announced,,,,,,True,False
مبنى الطيران الخاص بمطار الدمام,Eastern Region,,الدمام,False,['Government'],"['Government', 'Infrastructure']",1,Announced,130000.0,,,,,False,False
مبنى العمادات المساندة -جامعة طيبة,Al-Madinah Al-Monawarah,110000000.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2012.0,2012-07-01,,,True,False
مبنى العيادات الخارجية -مستشفى الملك فهد,Al-Madinah Al-Monawarah,49947540.0,المدينة المنورة,False,"['Government', 'Health']","['Government', 'Health', 'Infrastructure']",2,Stalled,7500.0,2012.0,2012-12-17,2014-12-17,730.0,True,True
مبنى المحكمة الجزائية,Hail,55677562.0,حائل,False,['Government'],['Government'],1,Under construction,,2014.0,2014-04-30,,,True,False
مبنى المديرية العامة للمياة في حائل,Hail,61214794.0,حائل,False,['Government'],['Government'],1,Delayed,,2014.0,2014-11-01,2016-11-01,731.0,True,True
مبنى بلدية الخبر – Al Khobar Municipality Building,Eastern Region,110000000.0,الخبر,False,['Government'],['Government'],1,Stalled,1650.0,2010.0,2010-05-01,2014-04-01,1431.0,True,True
مبنى بلدية خميس مشيط,Aseer,38423469.0,خميس مشيط,False,['Government'],['Government'],1,Under construction,15000.0,,,,,True,False
مبنى بلدية طبرجل – Tabarjal Municipality Building,Al-Jouf,30683575.0,طبرجل,False,['Government'],['Government'],1,Under construction,75000.0,2015.0,2015-04-01,,,True,False
مبنى بلدية عفيف,Al-Riyadh,,عفيف,False,['Government'],['Government'],1,Under construction,,,,,,False,False
مبنى بنك ساب في جدة,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Announced,6765.0,,,,,False,False
مبنى تجاري,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,5033.0,,,,,False,False
مبنى تجاري مستدام,Eastern Region,24000000.0,الظهران,False,['Commercial'],['Commercial'],1,Delayed,,2015.0,2015-03-01,2015-12-31,305.0,True,True
مبنى تجاري و طبي,Makkah Al-Mokarramah,,جدة,False,['Health'],"['Commercial', 'Health']",1,Proposed,9830.0,,,,,False,False
مبنى دار الرعاية الأجتماعية- جازان,Jazan,45960181.0,جازان,False,['Government'],['Government'],1,Delayed,,2015.0,2015-01-08,2017-12-11,1068.0,True,True
مبنى ديوان المراقبة العامة,Al-Madinah Al-Monawarah,16975981.0,المدينة المنورة,False,['Government'],['Government'],1,Under construction,,2014.0,2014-09-08,,,True,False
مبنى ديوان المراقبة العامة,Jazan,20394940.0,جازان,False,['Government'],['Government'],1,Completed,,2013.0,2013-06-12,2017-05-24,1442.0,True,False
مبنى ديوان المراقبة العامه,Hail,16941400.0,حائل,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2014.0,2014-12-01,2016-12-01,731.0,True,True
مبنى سفارة قرغيزستان بالرياض –  Embassy of Kyrgyzstan in Riyadh,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Under construction,1500.0,,,,,False,False
مبنى سكني وتجاري – Commercial & Residential Complex,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,,,,,,False,False
مبنى سكني – Residential Building,Makkah Al-Mokarramah,,جدة,False,['Residential'],['Residential'],1,Proposed,2778.0,,,,,False,False
مبنى عمادة شؤون الطالبات بجامعة عفت – Effat University Student A...,Makkah Al-Mokarramah,49000000.0,جدة,False,['Education'],"['Commercial', 'Education']",1,Proposed,9300.0,,,,,True,False
مبنى كلية الأداب والعلوم الأنسانية-جامعة طيبة,Al-Madinah Al-Monawarah,100000000.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2012.0,2012-05-16,,,True,False
مبنى كلية علوم الحاسب الألي-جامعة طيبة,Al-Madinah Al-Monawarah,124000000.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2012.0,2012-05-03,,,True,False
مبنى متعدد الأستخدام,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Hospitality', 'Residential']",1,Proposed,,,,,,False,False
مبنى محكمة التنفيذ -المدينة المنورة,Al-Madinah Al-Monawarah,55677569.0,المدينة المنورة,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2014.0,2014-05-02,,,True,False
مبنى مركز البحوث-الجامعة الأسلامية,Al-Madinah Al-Monawarah,49898631.0,المدينة المنورة,False,['Education'],['Education'],1,Under construction,,2013.0,2013-05-18,,,True,False
مبنى مركز التحكم الوطني للطاقة – National control center building...,Al-Riyadh,150000000.0,الرياض,False,"['Government', 'Industrial']","['Government', 'Industrial']",2,Delayed,10500.0,2013.0,2013-11-01,2017-01-31,1187.0,True,True
